Review,Target
"  We flew Brisbane to New York via Guangzhou. The A330 on our first leg was spacious and comfortable, with delightful service and excellent meals. The second leg, a Boeing 777, was superb: seats that ensured relaxation while awake and comfort when sleeping, with excellent adjustment. Again, service by the cabin attendants was superb, complementing the quality and variety of meals. We look forward to our return flights.",Promoter
"  Flew Stockholm to London. This airline has an almost non existent customer service, if you should ever have any issues with your booking. I tried to recover money for over 1 year when they charged me 3 times for one ticket. I probably spent near 6 hours on recovering the money. Regarding the actual flying. The staff are usually nice but it's a low price airline experience. With the only difference that SAS usually have older planes and more expensive food. I only recommend flying SAS if there is no other alternative. I have flown SAS a lot and is a gold tier traveller as Star Alliance. Norwegian and Easyjet are far better than SAS, but Ryanair is possibly worse, however at a fraction of the price.",Detractor
"Air India is the worst airline I have experienced in years, would never book this airline again. Don't trust the customer care details, they don't know about the information they are giving. Web check in is one of the hopeless part, they change your seats randomly without you noticing. Don't be attracted due to a bit less air fare, better to pay more and opt for other airlines. Inexperienced staff and customer care.",Detractor
" I flew BA from Heraklion to Gatwick. I bought exit row seats for me and 3 others to sit together with extra leg room. I paid around Â£150 for that in January. We got to the airport 2 hours before departure, queued to check in and was told that 2 of the seats were reallocated to someone else. I asked why. The BA rep said it was because the plane for the flight had changed. She then said we should have got there earlier. She wouldn't call BA customer service when I showed her the email acknowledging 2 of us were given row 7 bulkhead seats with less room than normal pitch. I was told to email BA and ask them to refund me the seat cost. The flight manager on the plane told me there was no change of plane. She apologised and said she'd take our case up with BA customer service. I also sent in a complaint. Today is 17 days with no response and my money still not refunded. I'll never fly with them again.",Detractor
Dallas Fort Worth Texas to London Heathrow BA 192 7th November 2014. Economy yes but rude staff poor food and uncomfortable seats. I travel with many airlines and used to enjoy BA so what's gone wrong.,Detractor
"Flew from Hong Kong to San Fran and around the US in late May. I am not a fussy flyer at all and can usually go to sleep easily. I am also an Aussie meaning I am used to the 'service' Qantas provides. However after my experience with United I am going to go easy on Qantas. I'll start my review with - ""wow"". It actually takes more effort than less to be as terrible as United. From the no entertainment system on-board (standard I'm told on a 12 hour flight) terrible food (I live in Asia and I know what bad food is) multiple gate changes (5 in total in 1 hour) and 2 hour delay (no apology). Then there was the possibly the rudest individuals I've ever met posing as flight attendants. I am not sure who employed these folk or why on earth they decided to work in the service industry but they were not only dismissive cold and patronising towards guests they actually made the whole flight a tense and uncomfortable environment. In summary I don't understand UA's play. They act like a low' cost airline. I say 'low low' because the majority of low cost airlines play in the mid tier now. As a national carrier I don't understand this. They can't beat Southwest so you'd think service would be a priority. Manners are free last time I checked. Once again it takes more effort to be that terrible then it would to provide a half decent service. They are too many alternatives to put yourself through a UA experience. The most interesting part of this is all they have to do is look at Qantas and others who behaved like this in the late 90s and ended up losing half of their market share and have been struggling since. Your people are your business.",Detractor
14th October Manchester to Ibiza 06.15 left on time and arrived just 5 minutes late which is an exception for Ryanair as I travel with them about 6-7 times a year. The plane was a quarter full and the service basic but the cabin crew did their job professionally. I will keep using Ryanair because their prices are extremely hard to match and their rules are simple just read the terms and conditions and be patient too many people criticise them because they don't know any different well done Ryanair once again and thank you! 1000 miles of air travel for Â£25.99 is a huge bargain!,Promoter
"  Seoul Incheon to Hong Kong. The ground staff in Seoul was not the usual standard, not very good attitude. But this time the business class was amazing! Like the long haul business class flat bed seat and really nice food service on board for a 3 hours flight. Cabin crew very helpful, and kind.",Promoter
JNB-MPM return. EMB190 (LAM) and A319 (SAA). In first flight was a LAM (Linhas AÃ©reas de MoÃ§ambique) a codeshare SAA/. The plane was new staff was very kindly. The food was good (snack). SAA flight the A319 was new too. Very good the colors of the interior of the plane. The crew was Kindly too.,Promoter
"We were very frequent Southwest Airlines business flyers of what was the best airline in the sky. Never leaving late, fun attentive service and never leaving late (did I mention that). Our last 5 flights over the last 3 months had 1 on time and the others between 1 and 3 hours late. This has been getting worse for the last 2 years and now so prevalent we will be shopping other airlines. No more fun, funny staff. They're not bad, just like the rest of the airlines. But not knowing when the plane will get to the destination just doesn't cut it. Lateness and cancellations galore. On the plus side, they still have the best luggage and change policy but it's now being trumped by the deficits. Often their prices range from the best to the worst on scheduled routes. You can't just depend on value.",Passive
"  BNE-HKG-BNE, December and January with Cathay Pacific Airways. Unable to choose seats at booking, or later on, except by paying exorbitant fees, where almost all seat selections were blocked. No value in that. Seat selection at online check-in, has more choices (?!) and is free. Bag drop not open until 1/2 hour after check-in at airport counter! Makes no sense and bag drop line very long and slow. Flight delayed for an hour, with no announcement, until 10 min after scheduled time. Seats on A350 thin and uncomfortable. I felt every bump and push from the passenger behind me. The entertainment system was frustrating to use, touch screen not responsive, requiring multiple swipes to make it work. Content was average. The food was dreadful, bland, with an odd texture. As for the breakfast, who knows what the liquid sloshing in the bottom of the tray was. Announcements by cabin staff on HKG-BNE flight difficult to understand (if at all), with pauses and stumbling over words, not proffessional. I had thought Cathay Pacific was a quality airline, and was not impressed. I've had better on ""low cost"" airlines.",Detractor
"Istanbul to Washington. I've flown business class on Turkish Airlines many times, and almost on every flight it's the same experience. Airport, lounges, seats, and entertainment system are good, but service is mediocre or bad, ie. boarding process, through the flight, and customer service. On this flight, boarding was messy and chaotic. Once we took off I tried to watch a movie but the screen kept shifting between modes and disrupting the movie. The attendant had no idea what to do. He tried restarting but that didn't fix anything. He didn't offer any apologies or even a fake attempt to compensate through special courtesy service. One good aspect was free wi-fi for business class travelers. I must say that's a feature that I was immensely thankful for especially with my malfunctioning screen. And the wi-fi worked without a hitch throughout the flight. Turkish Airlines may aspire to be a top-tier airlines, but its service is far from reaching that level.",Passive
" London to Bangkok via Abu Dhabi. So Etihad have entered the race to the bottom in style. Simply avoid regardless of price. They no longer bother with pre-dinner drinks, the drinks trolley only came by once on both legs of my flight. The food is the real headline grabber, you get a little tray on a little board, chicken or beef is all your told. Menus are gone, so is a side salad, cheese, decent cutlery, oh and no butter with bread!? Dessert is served after with tea or coffee, and then that is the last you will see of any staff. There is no longer a second meal service instead there is a menu where you can but food and drink 'Ryanair' style, and its all rubbish. The staff look as tired as the Boeing 777's do. Sadly I still have to fly back home with them but will be sure to pack some food for the journey. Will not be back.",Detractor
" Houston to Los Angeles. I've flown Spirit many times. From Los Angeles to Vegas, New York, Seattle, etc. I am always able to pack a rather large bag as my carry on and measure it to make sure it fits within their requirements as a ""personal item"", so it's always free. I always fly with wife and son and they bring their own bags as well, for free. Depending on the type of year and destination, Spirit can be hundreds of dollars cheaper than any other airline. Also because I never check in a bag I never have to wait in line, use the self serve kiosk and you're done in a few minutes. The staff has always been helpful, professional, and friendly. I take a stroller with me, which is also free and they check it in for me at the gate as I'm getting ready to board. You do have to pay $7 to be able to choose your seats or you can let them choose. We've always let them choose and all 3 of us have always sat together. They don't have in flight entertainment but that helps keep the tickets so cheap - that's less money that they need to spend. I also love how they have the fake leather seats, I feel it's much more sanitary than the cloth seats. I've never had an issue with Spirit. There was one time my flight got delayed due to weather but you know what, It happens. And the delay was maybe 2 hours. For everyone complaining that they couldn't get their money back for a missed flight, etc. It just sounds like you didn't take advantage of the $13 warranty that they offer. I've flown with Virgin, Delta, Alaska, United, Southwest, etc, and have had all the issues from cancelled flights to lost baggage and Spirit still remains to be my favorite.",Promoter
Charter service from Tel Aviv to Heraklion. A320 new and clean all leather seats. Only drinks served. All female crew seemed completely disinterested. Airshow available however no position of the aircraft available only the map of the area. Heard good things about A3 service however that was not the experience we had.,Passive
"  My preferred airline for medium to long haul travel. Very competitively priced. Cabin crew very courteous and professional. Full services with onboard entertainment, meals and drinks. Modern planes, Boeing 787 on many routes, pleasant seating. However, connections at Doha can be a cardio exercise if connecting gates are located at opposite ends of airport - the shuttle train since3 opened in January 2017.",Promoter
" After the last time I flew Virgin, I promised myself I wouldn't do it again but my travel companion convinced me otherwise so I gave Virgin another chance. Unfortunately, my trip back home was more unsatisfactory. Upon purchasing a small meal pack (I'm guessing the options were limited since it was only a 1.25 hour flight) and a cocktail, we were the last ones served (last seats on the plane). I feel as though delivering purchased products would be more of a priority. Perhaps assigning one person to deliver products while the other offers complimentary drinks would be more effective for customer service and efficiency. Maybe operationally that doesn't work for them because of cost but it compromises service. After receiving our order, the steward forgot an item and when I said excuse me and tried to tell her, she turned and said ""you have to wait"". I completely understand that but the way she said it was in a tone and look that I could only receive as annoyance. It was as if I was a nuisance to her. After reaching the back of the plane, I could hear loudly the other steward complaining and bad mouthing about a gentleman who wanted 2 diet cokes. I understand people talk shop but wow, in ear shot of other guests? We only received our purchases after the plane started to descend and before we knew it, we were forced to give up our purchased wine and cocktail. When my companion said ""I didn't even get to finish. I'm going to get a refund."" The steward retort with a ""you do that"". All I could think, and pardon the language, was ""what the heck?"". I have worked in customer service for over a decade, and this is by far the most unprofessional group of employees I have ever encountered. They were rude, unpleasant and just seemed so unhappy. Perhaps they are not suited for this kind of work but the airline needs to acknowledge that.",Detractor
I was travelling with my teenage son and 3 others on a flight to Boston. We received excellent service from everyone. The attendants encouraged our tall teenage boys to move to seats with more legroom as the flight was not full and supplied them with all the refreshments they asked for with a smile. They gave us great advise for when we landed. Extra cups of tea were not a problem and also came with delicious cookies! Our return flight a week later was even better with the same crew who were interested in our trip and how we had got on with the snowstorms. They again encouraged us to move for more room and once again all refreshments were served with a smile.,Promoter
" Paris to Bangalore. Air France takes off, flies, lands. Expect no more. If you get the edible food you like (or have pre ordered) and your checked in baggage, it is a bonus. If you are expecting courteous service just forget Air France. Even in business class you are treated like a piece of you know what. I can only shudder to think of the folks who travel in economy on this ghastly airline. Even though the baggage is marked as priority it is just a consolation for the eyes. Once my baggage got delayed and the ground handlers had no clue whether the baggage made it or not and had to wait for the last bag (remember it was a priority baggage). At times the priority baggage is mixed up with the usual baggage so you wait forever to collect them. My recommendations if you travel Air France, carry cabin baggage only, bring your own food if possible, bring your own travel assistant or hostess who will look after you on the flight.",Detractor
"  People who complain about Spirit are people who are looking for a full flying experience. Spirit was cheap, and if you properly take your time to read, you would see that if you pay online for your checked bag or carry on you save money and if you print out your boarding pass at home takes 2 minutes and saves money. Take an empty water bottle if you don't want to pay $3 for water. You don't have to pay for a seat if you let Spirit randomly assign where you sit when you print out your boarding pass. I fly alone so this isn't a problem. And if you want to sit beside a friend/family member, seats are only $8 to guarantee you sit together. Unless you are a very tall or wide person, the seats are completely fine. There's no movies or Wifi but take a book to read or play a game on your phone. The plane was extremely clean, the staff was friendly and willing to help, flights were on time - some even leaving a little early. Boarding was pushed back slightly but the plane still departed on time (actually a few minutes early). Bottom line: if you are looking for a cheap and clean way to get from point A to point B, I 100% recommend flying with Spirit.",Promoter
Fuerteventura on Saturday 23rd November from Bristol. My husband became unwell on our recent flight and the on- board crew were extremely professional quick efficient and discreet. The stewardess who dealt with him knew exactly what to do and treated him with efficient kindness. They were completely unfazed and I can't thank them enough. If it wasn't for her quick intervention we may have had to land at the nearest airport and mucked up everyone's holiday. Brilliant airline.,Promoter
" Jakarta to Amsterdam. A long 14 hour flight, but comfortable sleeper beds and very attentive cabin crew. My only criticism was that two of the main menu choices were unavailable (salmon & chicken), which was very disappointing.",Promoter
"My ratings below are from previous flights with Frontier Airlines. I used to be one of their premier customers, but when all their extra fees hit, I went back to United. However, when a company hired me and paid for a ticket with Frontier in March 2016, I was happy to try them again. After trying to check in at a kiosk, I was told I needed to see an agent. After an hour in line, the agent said I might be denied boarding. I waited another hour in the security line. At the gate, I was told to wait, so I waited another 45 minutes. The flight was oversold, and I was bumped. I went to customer service with two others who were ""involuntarily denied boarding,"" and I learned the airline is required to offer a stipend to anyone would would like to give up his or her seat (""No one may be denied boarding against his or her will until airline personnel first ask for volunteers who will give up their reservation willingly in exchange for a payment of the airline's choosing""). I heard no announcements. Subsequently, I missed a presentation that meant a great deal to me. I was told I would be ""automatically reimbursed"" for my ticket - which was not true as reimbursement required an hour on the phone with an agent in the Philippines, and I was paid what a friend calls a ""kiss-off fee."" The others bumped from the flight received a lunch voucher and found seats on a United flight that night at a higher cost. I went home. Never again. Absolutely never again.",Detractor
"I flew KLM from London Heathrow - Hong Kong via Amsterdam on 24th Jan 2015. First flight was on an Embraer 190 operated by KLM Cityhopper. Flight was good and on time so no complaints there. Flight to HKG was on an old 747 combi and was terrible. Flight was on time and cabin staff were pretty good, but the seats in economy are extremely narrow and have pretty much non existent. Also, the IFE controlls are in the armrest (at least on window seat) and are pretty difficult to access. Overall I'd recommend KLM for inter-Europe hops but I'd say stay away from long haul unless you enjoy cramped seats.",Passive
" I would like to share the horrible experience that I had flying with American Airlines. I bought tickets from them to travel from Toronto to Houston and return. Toronto to Chicago to Houston (01/24/2018) Houston to Dallas to Toronto (01/29/18) The flight from Toronto to Houston was ok except for an hour delay. Everything turned into a nightmare when we were travelling back from Houston. Our flight from Houston was at 4:20PM (45 mins flight to Dallas) and our connecting flight from Dallas to Toronto was at 6:25PM (2hr 25 mins to Toronto). We got on the flight at 4:20 and we were stuck there for almost 1.5 hrs. According to the captain the air control did not give clearance and the plane had to refuel since it did not plan for the delay. After 1.5 hours they informed that we will not be able to catch our connecting flight from Dallas so it's better to get off and re-book from Houston. We got off and asked to get our checked-in luggage. They said they cannot take that out and it will be going to Dallas. So we asked them what our options were since do not want to lose our luggage. During this time we got the notification that our flight was re-booked from Dallas at 7AM the next day (01/30/18), which meant we had to stay the night at Dallas. After discussing at the gate and with the flight crew they confirmed us that since we have a check-in baggage it will be better for us to go to Dallas and as it was an airline issue, accommodation will be provided for the night. We were convinced and agreed to get in the flight again and go for Dallas where we reached at 6:57PM (instead of 5:37PM) This is where everything started. After getting off the plane we went to talk to gate staff (as instructed) for our accommodation voucher and that is when they said ""Since it is not our fault, we will not be able to provide accommodation. In our system we see that it is coded for Tarmac delay due to clearance from Air Control which led to refueling"". We told them repeatedly that we were took off that plane and put back in and assured that there will be accommodation provided. We just had to talk to the gate. After that they said, ""Well sir, I do not see anything documented/coded in your account, therefore I cannot do anything. The best we can do is provide you hotels at distress rate"" The minimum amount of distress rate they offered was USD 65 without shuttle and if we wanted shuttle it would USD 75. Why would we pay anything? Was it our fault? We did not take their offer and the funny thing is the hotel we ended up staying â€œDays Inn hotelâ€ was available on Booking.com for USD 65 with shuttle service. I do not know what kind of distress rate were they offering. You can find a copy of my hotel receipt below. We spent almost 2.5 hours travelling from Houston to Dallas and hearing them say that just made us frustrated and speechless. We were supposed to be at work the next day on 01/30/2018, so which meant 1 extra day leave from work.",Detractor
I was flying from Melbourne to Warsaw my plane from Melbourne was late and I lost the connection from Dubai to Warsaw. I was pleasantly surprised how Emirates organised another connection to my destination. The staff were wonderful and the food very tasty. On my way home for half of my trip I was allocated to Business Class - no extra cost. I highly recommend Emirates.,Promoter
Flew from Toronto to Bucharest via Vienna and back. Their food was awful I had never seen such tiny portions of food. Although decent the food was much too small. On the leg from Vienna to Bucharest they only served us one small slice of a waffle (hardly recognizable as one). Two drinks had been offered. When flying Tarom from VIE to Bucharest it was much better in terms of services timing and seating comfort. Will not fly Austrian anymore.,Detractor
"  Toronto to Rochester with Air Canada in economy. This short flight is carried out by a very small airplane, with a total of about 20 seats. Boarding was very fast (only 4 passengers). The pilots were very friendly, and the co pilot gave us safety instructions before taking off. The flight was noisy and there was a bit of draft inside the plane. Seats were not particularly comfortable, but they were OK for a short flight across the lake. When arriving at ROC, our luggage was promptly delivered to the terminal and arrived with us. A reasonable flight. No frills.",Detractor
"BT642 on June 20th. BT641 on June 28th. ZRH-RIX-ZRH. Although AirBaltic has a nice homepage its complicated to operate and ""forgets"" settings that you have made (e.g. I selected check-in bags for both the outbound and inbound flights I had to enter this several times and in the end this was only picked up for the outbound flight so I had to pay extra for the inbound flight at the airport). Check-in at the airport costs extra but online check-in and mobile boarding passes do work. No food & beverages not even water. The planes are really old.",Detractor
My first time flying with Asiana with an A330-300 on 4 legs between CGK-ICN ICN-KIX HND-GMP and ICN-CGK. Space is great legroom is spacious recline is good and crew attentive and friendly. Out of 4 sectors only one (CGK- ICN) aircraft was old so TV screen was very small. Movie selection was very limited especially between Jakarta - Incheon route.,Promoter
Departed Perth to Denpasar return with the family. No delays on either flight. Service was standard budget airline though much better than Ryan or Easyjet. My only complaint is regarding the unbelievably bad quality of the inflight hot meals. I pre ordered them to simply break the boredom for the kids and wish I hadn't bothered. Disgusting and simply inedible.,Promoter
St Petersburg - Moscow. Flight was delayed by more than 30 minutes with no explanations or apologies. Sat on the tarmac for some time. A light snack was served and included drinks. Seat was reasonable comfortable and luggage came quickly enough. Didn't hear any English from the cabin staff. No inflight entertainment but only a short flight.,Passive
Check-in ok flight was ok but 40 minutes late. Service was friendly. The flight information did not work at all on any screens. I would have expected to get more spoken information during the flight. General: The reduced crediting of miles by booking class is not customer friendly at all. Special upgrade programs: I never succeeded in getting an upgrade to business class with miles online typically a message appears: Not available no matter when.,Passive
" Miami to Milwaukee. My trip on Frontier was great even with the delays I had, but how can I say something about it if there was snow covering the airport. the truth is that my plane had an hour delay but arrived to destination just 5 minutes late. The pilot really found the shortcut if that is possible. about leg room. I am a 6 feet 200 pounds guy and felt comfortable. the size is the same as the one you will have when in the back seat of a sedan. The crew was amazing, yes we do not have a screen in every seat but that was easy to fix. I downloaded 3 movies in my cellphone and enjoyed top amenities thanks to Netflix downloads. Enjoy your traveling, make sure your vacations are fun and if you pay 67 dollars for a ticket as I did, do not cry for meals and entertainment in the plane, just ask for a 20 million dollar machine that will take you front point A to point B safe and fast (their airplanes are top of the line).",Promoter
"Copenhagen to Lisbon with TAP Portugal on sunday morning 07.15. Departure at time. Seat 6A/6B, seats old and not confortabe. The breakfast was good. Because of bad weather over South France we had a delay of 20 minuts. Overall a pleasant flight and friendly staff. Return to Copenhagen Thursday evening 17.25 with a 10 minute departure delay. Seat 7A/7B. The dinnner was very well. Because of strike at the french aircontrol we had to fly up to the UK and this gave a further delay. Arrival at CPH 22.40.",Passive
" First experience has been terrible so far! I live 2 hours from JFK and drove here, checked in and was waiting for takeoff only to receive a text message saying the flight was canceled and to proceed back to my home if possible. The airline said there was no problem with the plane, they just didn't have a crew. Seriously? They had no representatives available to answer questions. Customers were left stranded and after waiting 36 minutes to speak with a customer service representative on the phone (bc no one was in person) they told me I would need to submit a claim on their website, but they were not sure the airline would refund any sort of credit for the inconvenience. Never flying them again! The flight is now rebooked for 13 hours later which will land us in London after midnight, at an airport 90 minutis a outside the city, with no public transportation running at that hour. They also said if the airline did issue any refund it wouldn't process for 4-6 weeks. Shameful! Norwegian needs to be held accountable for their service!",Detractor
"  Tirana to Athens. First time flying with this airline and for the most part I was very pleased with the services. The attendants were nice and we got sandwiches and drinks included on the flight. Boarding was on time and departed on time. What I did not like was the rude woman at the Tirana check in. I had to check my bag in and I didn't understand what she said at first because it was so quiet so she had to repeat it, which made her even happier you can imagine. I understand if you are having a bad day, but honestly just do your job and plast a smile on your face if you have to. You work in customer service and are expected to be pleasant, not really rude.",Passive
"  Worst experience ever. Still trying to make the 48 minute flight home. This is 13 hours after our scheduled flight. DFW to Tulsa - maintenance light, pilots ran out of time, deboarded, 2 hours, reboarded, maintenance light again, deboarded, sent to seedy hotel for 1.5 hours, back at 5 am for 7am flight. New rescheduled flight: Sitting on the plane for the last 20 minutes, guess what - maintenance! They are trying to decide what to do. I am going to rent a car. Seriously. Get better systems in place.",Detractor
"  Milan to Zurich. First in this new aircraft for short flights in Europe. I was very impressed by the airy feeling in this new aircraft: better seats and more space for passengers and luggage. The crew very friendly and efficient on this very short flight. The breakfast food was very special (three little cups with breakfast mousse, creams,) and good and a great alternative to the usual coffee and Croissant...",Promoter
"Adelaide to Auckland (then NZ553 on to Christchurch, which is not reviewed). In a word everything about the flight was average. The best feature was that the flight departed and arrived early. The flight crew were not unpleasant, merely disinterested. Service of meal and drinks was slow. The meal was only typically airline food, with no obvious reference to New Zealand. The seat was comfortable but knee room seemed somewhat restricted. One of the three toilets was out of action, leading to queues for the others. The entertainment system worked and had a long list of options. I have flown on several airlines that I would rate much more highly than Air New Zealand",Passive
Orlando to Glasgow via Keflavik on Icelandair. Inflight issue - 2 of 4 video screens did not work. Connecting flight with a 9 hour delay. Luggage : 9 days missing luggage with no customer support or luggage in sight! Nothing says Merry Christmas like having presents in a missing piece of luggage. Thank you Icelandair.,Detractor
"Used United for a recent trip to USA - starting from London to Boston, plus some internal flights to destinations (with stopovers). The timing of all flights were impeccable, and the airline staff were friendly. Customer service was good. Flights were of varying quality - some a bit cramped. But in general, they were fine, with decent food.",Passive
DUS-MAD in Economy and MAD-SCL in Business first leg without anything to call a service but for 2 hours and knowing it in advance. 2nd leg excellent crew very good food excellent beverages in the 46 pax cabin of the A340-600. I am 1.75 m and could lie completely flat over 1.80 it might be a little too short. All single seats so nobody to crawl over. With a night cap of excellent Spanish brandy and earplugs I managed to sleep. Good breakfast over Paraguay smooth landing.,Passive
Just flew back from Casablanca to JFK - the airplane was dirty. The food was terrible. My daughter is a coeliac - requested a gluten free meal when booking and told no problem. They gave her a regular meal with bread and cake. Advised them it was a problem - they looked at us like we were crazy. Service from the flight attendants was terrible. Wanted a glass of water - went to the 'kitchen' area - 2 flight attendants were fast asleep. The bathrooms were disgusting. Never Again.,Detractor
"  Flew Cathay Pacific from Hong Kong to London Heathrow. First time in Premium Economy. Is it worth it? Yes and No. Firstly the good points. Seat is slightly larger, with 38 inch pitch, reclines 8 inches. Food Prawn or Lamb, not usual Chicken or Beef. You get a menu, wine is served from the bottle. TV screen is larger. Lights go off quicker than economy. Bad points, is it worth 3x the price?, depends on how full the plane is, if it is empty in economy then probably no. Configuration of 4 seats in middle is poor, economy 3 seats. The seat pitch could be more, Cathay used to have 34 inch pitch in economy, now 31 inch, so 3x for an extra 3 original inches is not good, buying two seats in economy would give you more room. Interesting class of seat, not all airlines offer.",Passive
" Kolkata to Bengaluru in economy class was a comfortable and safe flight and even though the boarding and departure was delayed by 15-20 minutes due to air traffic. The pilots tried to make up for the lost time enroute on this 2 hours 10 minutes flight which was good but unfortunately we landed 40 minutes behind schedule. For dinner, there was a good hot meal consisting of a paratha, dal makhni and panner masala with rice and a sweet dessert. The food quality was excellent and filling. The staff was cheerful with a good attitude. Overall, I would recommend the airline if one is looking for basic, solid service without too much glamour. The airline can certainly improve on it's OTP because that's where they are losing the perception edge as passengers believe other carriers are more reliable. I would continue to fly with them.",Passive
" Las Vegas to Miami. Flight was terrible, tried to pay for seats prior to our flight but website was down so we spoke with customer service which promised us seats together with a window and in front, upon arriving the seats were not together. All staff members were unhelpful. Going home from Miami flight was delayed which caused us to be unable to make our second flight. They had no more flights until the next day and would not refund nor give us a hotel. So we will be missing work and lost a lot of money in Uber's, hotel and food. Will not be flying with United again after lack of accommodation.",Detractor
Flights on time. For dinner the last meal available had something that I was intolerant of. They managed to find me a crew meal that saved the day. What was strange was the timing of the meals. Dinner was served about 5pm departure time. Breakfast was about 5am departure time. My guess that this enabled the service of a snack and a light meal on the 6 and 10 hours sectors. Personally i'd rather have dinner at 7 on the short sector. Breakfast much later on the long sector to try to get a sleep. Serving a snack later would be enough.,Promoter
" Flew Sydney to Denpasar. An absolute sub-standard product on this route. Such a small aircraft for a 6 hour flight. The leg room on this aircraft is unacceptable for an international, full service product. I believe you would have a better experience if you flew Jetstar, Qantas' budget arm, on this route, as they use a B787. I would not reccomenend using Qantas on this route, unless they upgraded the aircraft to a A330, as they use on their Jakarta and Singapore routes. Unless this aircraft switch happens, I'll be sticking with Garuda Indonesia moving forward.",Detractor
" Palma to Barcelona. Space for legs is so small, the person in front of me could not even get her seat back because my knees were too tight. Totally unacceptable. The staff were not pleasant, pretty stiff. Some of the passengers with carry-on luggage had to check their luggage in the belly of the plane at the last minute because of a lack of space. Unacceptable.",Passive
"Perth to Brisbane and a great flight with Qantas, was a bit concerned with Boeing 737 IFE but was on a reconfigured plane which was great. Boxed meals, cabin crew and ground staff were all good.",Promoter
Having read so many negative comments about Vueling I was quite sceptical when I was about to board Vueling from Rome to Athens. Well it was nothing like what I geared myself for. The plane was on time. The boarding was orderly luggage was checked in and reclaimed without a hitch. The cabin crew were polite and the plane ride was smooth. So just gonna give my 2 cents that it was good service and met most of my expectations. The only bone I have to pick would be the leg space. Thank you Vueling for making my Europe trip perfect!,Promoter
" Raleigh to Denver. I have never had a bad experience with Delta--the staff always go above and beyond to help any and every way they can and is by far my favorite airline to fly, and I've flown pretty much every one. Definitely worth the price!",Promoter
"I flew American Airlines from Charleston, SC to Hartford, CT with a connection in Washington D.C. Once I arrived in DC we were told the plane would be delayed 2 hours (originally supposed to leave at 10:10pm) to 12:01am due to maintenance problems with our plane coming from Portland, ME. Once the plane arrived at 11:45 they rushed us all onboard and then sat there for 40 minutes on the tarmac. Finally the captain came on and said due to more ""maintenance issues"" (but never specified) that they were ""trying to decide"" what to do - either switch us to a whole other plane or call to repair it. After about another 40 minutes of sitting a few of us starting to receive emails that the flight had been canceled all together. It is sad how Orbitz sent me an email quicker than they could tell me! After a 2 hour delay and 1.5 hours on the plane they finally canceled. But it gets better! With 70 of us and 1 woman at the service desk (who was very nice and trying her best!) we were told the only options were to wait until 11pm the next day (almost a full 24 hours) for a direct flight or take a flight to Chicago and have a 6 hour layover until Hartford. Due to myself being a clinician I could not afford to miss that much time, so I ended up taking a flight to White Plains, NY and drove myself to Hartford with a rented car! I wouldn't say I'm a frequent flyer, but I do fly a few times a year, and coincidently this was my first time flying American and also my worst experience ever! The flight crew had a ""don't care"" attitude and were not accommodating at all. The gentlemen next to me, after being on the plane for an hour, asked for some water to which she replied ""I'll have to ask the captain, but I can't be getting everyone beverages"" - surprise he never got the water, and when the captain came on the first time he said ""Sorry everyone for the slight delay in getting you out."" 3 hours isn't a slight delay! I can understand trying to be humorous but at 1 in the morning when we all have lives to get back to it came off as just crude! I get that everyone, especially the crew, is tired. But it is times like that where the customers need some extra care and accommodation - every little thing helps! In the future I will try everything in my power not to fly American Airlines!",Detractor
"We recently flew Frontier Airlines from Chicago to Vegas and back. We had flown in 2013 with Frontier and were surprised they now charge $30 for one carry on. Also, it seems all the seats have been changed with less padding. Less than an inch of padding in backs and seat, which makes for a very uncomfortable flight. The tray tables are half the size of a normal tray. The staff on the flight were rude and unprofessional. I am anxious on flights, and watch crew a lot. The fight attendants seemed frantic. At one time the co pilot spent 20 min outside the cockpit chatting with a stewardess. Very unprofessional!",Detractor
London Heathrow to Hong Kong and back economy both ways. Flew on the last 747 service from London to Hong Kong on 31st December 2013. We were all given a lovely commemorative postcard set at the gate. As we taxied a firetruck water canon salute was in operation although the fact that it was pouring with rain rather spoiled the effect! Seats were reasonably comfortable and although I know others find these older style 'sliding' recline Cathay Pacific seats not so comfortable at least you don't get problems with the person in front if you reclining their seat all the way back. Food was nothing special neither was the movie selection and crew not the most attentive I was expecting Cathay Pacific in-flight service to be up there with the other major Asian airlines and so was a little disappointed. Return flight Hong Kong to Heathrow was on a 777. It may be my 'shape' but I just could not get comfortable in these seats (economy class) and unlike the old style 747 seats the new 777 seats recline by tilting and so inevitably the person in front of me decided to recline fully for the entire flight. This combined with the uncomfortable seat (no lumbar support and either very low armrests or high seat cushion - I couldn't work out which) made it one of the most unpleasant long haul flights I have taken in recent years. Cabin crew not friendly (aside from one female cabin attendant who seemed to be doing more work than all her colleagues and who was genuinely personable and friendly) and as on the outward leg cabin crew not especially attentive. Very relieved to land at LHR and get off this flight. Disappointed with Cathay Pacific given their generally very positive reputation.,Passive
CPH-GOT-STO-CPH all on SK. Planes were clean and all flights on time and uneventful so SK delivered the basics OK. A cup of coffee was offered on all flights in SAS GO. Crews appeared to try but generally passion and friendliness was lacking. There was very little passenger contact other than the most basic.,Detractor
