Review,Target
" Hong Kong to Singapore. The Pier First Class Lounge in Hong Kong was beautiful and food was excellent. The showers were clean and well stocked with amenities. On the aircraft the staff were exceptionally friendly, and took care of you. The aircraft was new and felt nearly unused. The seat was beautifully decorated and the finish was a massive step up from their product on the A330 and 777. The seat was massive and the amount of personal space and privacy was unrivaled by other business classes I've flown. The seat was very comfortable, and I slept very well on this early morning flight. The inflight entertainment system was new and responsive, and selection of movies and TV shows was incredible. The food was excellent but was not spectacular- as a short morning flight the selection of food and drink was not massive. The flight arrived a few minutes late and because of this, I missed my connecting flight with EVA Air to Seoul, via Taipei. However, the staff took care of this, and in less than half an hour had booked me on to a Cathay Pacific flight to Seoul via Hong Kong. The incredibly friendly and helpful ground staff truly saved my trip and deserved incredible praise for their hard work. This flight was with points.",Promoter
Port Elizabeth-Johannesburg on a quite old 737-800 flying with a packed Economy. The service was pretty good: nice cabin crew a tasty and complete breakfast was served as this was an early morning flight. Good selection of beverages. Comfort of the seat quite good. Landed ahead of schedule in JNB. Johannesburg to Cape Town: this second flight was a different story. Flew on a pretty new and well-maintained but empty Airbus A340-600 which was surprising to me as flight time is only two hours on this route. Cabin crew were not good: quite rude kept chatting among them for the whole trip in the back of the aircraft ignoring some requests from a group of Dutch passengers. A poor sandwich was served as lunch with the usual selection of beverages. The entertainment system was not running but I could notice it is not the new touch-screen version. Space for legs good with the usual 2-4-2 configuration for the A340. Overall the price paid was too high for what you get back aboard.,Passive
I booked to travel from MAN to AUH on EY22 on 20th Dec. I called EY's call centre to upgrade using miles/cash to business where I was assured that there are plenty of seats available and should head to the airport 3 hrs before departure to process this. The information given was completely incorrect as the desks opened 4 hrs before departure and all seats were taken by then which was very frustrating and disappointing. EY ground staff and EY's Business class lounge staff at MAN acknowledged the mishap and were very courteous and attentive and attempted to solve this problem. Return flight on EY21 on the 29th of December light load in J class we were well looked after by the excellent crew in J. as usual EY's catering is excellent cabin crew attentive and good hard product. I just wish they sort out the unhelpful call centre and bring back the old amenity kits in J class with Aigner products that were infinitely better than the current cheap substitutes.,Promoter
" Warsaw to Krakow. This airline is unreliable, if you value your time avoid at all cost. Constant delays and cancellations. Any connecting flights with LOT are a huge risk. It's always the same excuse for delays â€œoperational reasonsâ€",Detractor
"Phoenix to Seattle. Alaska Airlines flights are normally ok. Slowest website I have ever seen. I acquired a Alaska visa card 2 months ago with the 30,000 miles offer. I was supposed to spend $1000 within 90 days to get the miles. Have spent in excess of $2,000 and no mileage credit yet. If you can contact them they will blame Bank of America who will in turn say they only provide information to Alaska on the ""billing cycle"" so if that does not come around before 90 days I do not get the bonus mileage. I have a mileage account with a credit union and purchases are posted within a week. Will discontinue the card if not straightened out soon. Cannot believe a major airline has a website this slow and hard to navigate.",Passive
"Flight was picked because it got us from Riyadh, Saudi Arabia to Newcastle, UK in a reasonable amount of time. What BA failed to inform anyone was that despite advertising the flight from RUH to LHR as landing at 5.25am BST at LHR is that planes cannot land at LHR before 6am. So once landed and they taxied to the apron we had little time to get through transit to catch the Newcastle flight. We made it and got to Newcastle only to find that our two suitcases were there but my golf bag which I had paid for did not make that flight. It did make the next flight to Newcastle but I had already had to set off to make an appointment some 170 miles from Newcastle. It took 3 days for my golf bag to arrive at where I was staying. Not one word of apology from BA. The seats on the flights were ok, service of crew satisfactory, the headsets didn't work from RUH to LHR and I tried three sets. Best part was the hot bacon sandwich between LHR and NCL.",Detractor
Islamabad to JFK. Islamabad to Kuwait was a Boeing 310. Nice clean aircraft. Big leather seats - spacious and comfortable seats. Food was pretty good too. Kuwait to JFK flight was a Boeing 777-200. Good condition and clean plane. Half the plane was empty so it was comfortable. A lot of seats had TV's not working. Food was good too. Service was not bad. Less than $950 for a return flight. For this price I will fly Kuwait again. Their entertainment system needs an upgrade.,Passive
"Very expensive to fly with American Airlines. We purchased our tickets in errror on line and they would not reimburse once they have your money. When they mess up too bad the customer pays and they say they are not responsible for any additional costs incurred. Their plane had problems which delayed our take off for four hours. The terminal staff were rude and arrogant. Their problems caused us to miss our connecting flight and our hotel transfer. We had to pay to regain both and they are not willing to reimburse because it is not there problem. They said they would send me a voucher to travel with them again, but after reading the reviews from others, I don't think flying with American Airlines will be happening again",Detractor
"  GA87 is the only direct flight between Jakarta and Indonesia with UK and LHR and is a welcome addition to travellers who can skip on transit flights via the Middle East or Singapore. Garuda check in at Heathrow was slow with long queues and one hour wait time. The ground crew are not Garuda staff were not helpful and despite having special request for exit row I was not assigned this and on the plane there were empty exit row seats. The flight was smooth, cabin crew are arguably the best in industry - with genuine smiles and helpfulness throughout the flight. Meals were so-so but give I was flying economy there's not a lot of different to other majors. Entertainment in line with other majors with usb socket providing power and a $25.00 connection fee for unlimited internet wifi which can be very handy for long flight like this. The seat config is 3-3-3 and was mostly full and aircraft interior was clean. The flight time in total was 14 hours five minutes with the airplane circling Jakarta two times probably due to traffic. All in all a great flight and a very welcome service to those wanting direct access to Indonesia. It also is the quickest way to get to Perth with just a 4 hour 10 minute onward flight.",Promoter
I flew from SYD to LHR in Premium Economy. I was very disappointed. I paid the extra over economy for the extra legroom (tick) but also for the dedicated bathroom and premium service. On the SYD to HK leg we had to use the crowded economy toilets. The HKG to LHR we had a decimated bathroom - but lengthy queue as economy passengers were waking up and using it. This was not policed by the flight attendants. The food was also the same as economy with no top up of your wine during dinner. Overall not worth the extra. Cathay should travel on Qantas Premium Economy to see how it should operate. Never again.,Detractor
 A quick trip to London and back on QF2. As mentioned elsewhere the QF service on mainline is very good and consistent. Check in at LHR is very efficient and we had the QF duty manager there greeting the priority customers. The flight itself was uneventful on both sectors to and from Dubai and onto Sydney. On time arrivals meant a smooth comfortable experience all round. I am a Qantas fanboy and this is my 16th A380 sector in four months. Undoubtedly there will be those PAX who travel and find faults. Qantas are not perfect but better then the majority.,Promoter
"Mexico City to Las Vegas. Aeromexico does not have a good sytem to obtain your boarding pass online, so I had to spend more than 20 minutes to obtain it at the airport. Besides, the lines to register the baggage were huge, because they did not have enough staff at the check in counters. It took me almost 2 hours to be ready to go to the security filters.",Passive
JOG-CGK. GA217. Early boarding brand new aircraft with Boeing sky interior comfortable seat and large seat pitch. Friendly FA and the food and beverages weren't bad. Landing on-time at CGK. But sat about 35mins. On the aircraft due to crowded airport. Overall the flight was excellent but very disappointing airport.,Passive
"Monterrey to Mexico City, and getting my boarding pass was an awful experience, even that I was entitled to go to a short line because of the short time to my flight. The guy in the counter doesn't seem to be happy to be there, he was not gentle. About the boarding process, it was confusing because I was redirected to a common gate for like 5 other flights, so there were not directions of who was going to board the plane unless you ask the guys in the gate. Aircraft was comfortable but old, and missing entertainment for my child.",Passive
Madrid-Paris (Beauvais) and return (26-30 September 2013). Perfect flight as always on time both ways. Beauvais is a nice small Provincial airport near Paris no long runnings over the tracks as in Barajas Airport or Schipol or Gatwick. Just 200 meters from the small airport terminal and the plane is taking-off. I fly Ryanair often have flown more than 40 flights and always on time. I recommend you pay for Priority boarding.,Promoter
"Delhi to Heathrow on Air India. The food and beverage service on the flight was poor, with the selection of drinks being extremely limited. The cleanleness of the aircraft was good, however the side of my seat half of the plastic panel was missing. I discovered that the control for my seat did not work at all, resulting in me having and limited control of the entertainment system. The faulty control also resulted in me being unable to call for service or turn on the reading light. This was not limited to me, with multiple rows of seats experience the issue. Comfort was lacking as seats were extremely narrow. Overall the experience of our flight was poor.",Detractor
Johannesburg - Mauritius business. Boeing 737 800 2x3 configuration. Very efficient and pleasant crew. Seats were just ok in a quiet old 737 but nothing to complain on for a 3hr 40min trip. Departure and arrival on time with smooth boarding. Meal service was excellent with champagne and canapÃ©s high quality starter followed by a tasty main dish followed by cheese and dessert. Above my expectations for as business product for a regional flight. Worthwhile to try!,Promoter
"Milan Linate to Barcelona return. Outbound flight in economy, return in business. I booked only 2 weeks in advance and ticket was at par with most low-costs. Economy was clean, adequate service for a 1 hour flight. Business class was better than other airlines that I have flown on European routes. Very attentive service, excellent food, selection of beverages could be better but for a 1 hour flight I shouldn't complain.",Promoter
 Geneva to Toronto via Montreal. We arrived from Geneva to Montreal at 3:20 and connection flight to Toronto was 4pm. After customs we arrived at gate to board to Toronto at 3:45 only to be told that they gave our seat to someone else because we couldn't make it for 4 o'clock flight. Agents wouldn't even answer our inquiries. At 4000 dollars round trip plus upgraded seats we had to wait in standby for the next flight to Toronto plus loose our priority seating. We would think twice before we fly Air Canada again,Detractor
Used Ryanair for the first time not by choice but as part off an all inclusive package to Tenerife. Apart from some confusion with boarding gate allocation in Tenerife South airport I have no issues about the airline. This is despite my reservations after hearing horror stories about the airline. As I have no other Ryanair flight experiences to compare this one with I have to say that I was completely satisfied on this occasion. Will I use them again? No reason not to. The staff were quite pleasant. They all seemed to be Eastern European and this was not a problem.,Promoter
"  Washington DC to Houston via Atlanta. Delayed start at Washington DC due to technical snag. but Delta let the passengers out of aircraft into terminal and provided refreshments. Due to about 90 mins delayed departure, my connecting flight to Houston missed, but was pleasantly surprised upon landing they were prepared to lodge us overnight and give the next day connecting flight with an apology. Liked the overnight stay in Atlanta in Holiday Inn, following day was promptly picked up from hotel to airport. Overall satisfied with Delta hospitality and sensitivity.",Promoter
" Atlanta to New York La Guardia. Very disappointed in Frontier's website functionality and customer service. I checked in by Frontier's website and it displayed my boarding pass. There was no option to print it or have it emailed to me. I took a screenshot of my brother's ticket to send to him, however, once I got to the security gate the boarding pass was no longer available on my phone.I put my confirmation into the website several times and while it confirmed that I signed in and would resend the itinerary, my boarding pass was not available. Due to this I had to return to the front of the airport to print my boarding pass as a result I missed my flight. I had to go back and forth with a frontier customer service representative to even get a refund on my flight and even when I got that they still charged me a $100 fee. This is disappointing seeing as the reason I missed my flight was on Frontier's account. Please disregard the cabin space and cabin staff review. I had to select something for my review to go through",Detractor
"We had a so so flight from Sydney to Delhi on 2 November. We found the staff cold, unfriendly and never smiled once, just barely functional. Our return flight 17 November, Delhi to Sydney was one of the poorest we have encountered in many years of travelling around the world. Firstly, we boarded the flight at 1305 in preparation for a 1345 departure. 1 hour later, no movement, the captain announced there was a problem with the fuel loaded which did not talley with the fuel gauge. A further 2 hours later he announced the Boeing engineer had arrived and they could see the problem being solved within 30 minutes. Nothing further for another 2 hours, ie 5 hours in total sitting on the Tarmac. No apology for the delay as the plane finally began taxiing and no communication from the flight deck at all throughout the 11.5 flight. The crew were marginally better than the original flight but appear to be very poorly trained, the food was awful and the entertainment poor. Never again Air India.",Detractor
" Jeddah to Dammam. Some of the crew are not professional, not even smiling. Breakfast was so poor, the aircraft was dirty, seats were also dirty. Poor entertainment system. The trip was delayed 2 times without prior notification, the worst ground service I have experienced. The legroom was good.",Passive
AC 849 LHR to YYZ. June 13 2014. Seat 50K. Do not pay the extra $90 for this seat. It is a terrible seat the only benefit being it has legroom. Everything else about it is uncomfortable from being scrunched into the corner to no window to tray table and TV being in the side of the seat thus narrowing it. Armrests do not lift. It is by the galley and the washrooms so lots of traffic. Staff were indifferent rushed and not overly friendly. Food was the usual economy stodge loads of carbs not much else. I had the chicken which comprised a dried out 2 inch piece of chicken instant mashed potato and 2 tiny broccoli florets so overcooked as to be almost unrecognizable. Dinner tray included a rock hard roll no butter and unidentifiable salad offering. I used to think no airline could be worse than Air Transat but have now found a worthy replacement.,Detractor
" Las Vegas to Detroit. Staff on this flight was rude. Captain talking down about competitor on overhead. Attendants were unprofessional and seemed unhappy. Seats are tight, price was too high for being uncomfortable 3 hours and 11 minutes. I will try my best never to use this airline again. We were told the WiFi wasn't working. Very poor customer service.",Detractor
"Extremely narrow economy seats of the type that are very thin. Padding in the back of the seats is almost non existant so it feels like your leaning back against a hard flat plastic board. They do recline which is a small blessing, however the seat pitch seemed unbearably small, with the tray table folded down it was difficult to do anything that involved moving your elbows without seriously intruding into the personal space of people sat on either side of me. Try to get the aisle seat if you're a little claustrophobic. The window seat is the next best option. If you're seated in the middle of the row, don't bother going, or be prepared to defend your rights to rest your arms on the armrests regardless of what your travelling companions think who are sitting on either side of you. The WiFi on board is excellent. Transit handling in Oslo very inefficient.",Passive
Very short Aer Lingus flight from Manchester to Dublin. Completely full and delayed by about 30 mins. Turned it around quickly at Manchester Airport. Easy and helpful check in. Cabin staff extremely helpful especially the purser with good announcements. Prices can be high best to book early to get the best deal.,Promoter
"  CX 238. Left on time arrived slightly early, continuation of outward flight in Premium Economy. Seat 30A has no more room than the first row of economy, food is slightly better, films are exactly the same. Very full flight, is it worth 3x the price, having done both legs the answer is no. Â£1000 extra for a few inches and slightly better meal, simply too expensive.",Passive
I use Ryanair regularly flying from Dublin to the Netherlands. You get what you pay for. Fast boarding a flight with reasonable service and quickly into the terminal once the plane has arrived. The staff aren't particularly friendly and clearly look as if they are under pressure for the entire flight. Upon reaching the gate the flight attendants have often told passengers that they only have 20 minutes to get the plane turned around and to get off quickly once the doors are opened. This often leads to a push when getting off. To avoid this I remain seated until people have started getting off. Because of the short turn around time it isn't unusual to find some else's rubbish in your seat pocket however flight attendants do go round with a rubbish bag before the end of the flight so it's caused by inconsiderate passengers rather than the airline. Overall if you just want to get there on time and you are not concerned about the service fly Ryanair.,Passive
"I was not satisfied with Air India cabin crew who were unprofessional. I sat next to emergency exit door and nobody explained emergency escape procedures to me, and I pressed service light but no cabin crew answer for a long time until I walked to galley. I cannot understand why they don't serve a drink when they serviced meals. The IFE didn't have many choices. But the cost of Air India ticket was cheaper than other Star Alliance airlines and I can accumulate miles. I will choose Asiana Airlines next time if their cost is not expensive.",Passive
"They charge you for everything from A to Z and try to make it look like you are in control of the price. I would not be surprised if they charge for being seated versus standing up if it were possible. Being on time is something too advanced for Spirit airlines. If you want to know an airport in detail, Spirit is the best choice since you will spend a lot of time there while listening very frequent delay notifications.",Detractor
I booked my husband and his brother on a flight from MSP to Dallas. My husband had a small backpack and a small carry on bag - but with wheels. Both would get through okay on Sun Country and Delta - ones we are used to flying. He had to pay $45 to carry his wheeled one on and $100 on the way back. He said he couldn't believe how many people had to pay the $100 bag fee. We will never fly Spirit again. No beverages or snacks complimentary on board.,Detractor
" Bangalore to London via Kuwait. Having read poor reviews, I was pleasantly surprised by the quality and comfort of the planes and the good service. Both flights were punctual enough and baggage delivery was speedy. Almost my best experience of flight from India to a hub airport.",Passive
 St Louis to Las Vegas return. Flight left on time and arrived in Vegas earlier than expected. Left Vegas about 20 minutes later than departure time but that was no biggie. Pilots were informative on both flights and flight attendants were friendly and helpful with assistance.,Promoter
" Hong Kong to Auckland. Have flown Cathay Pacific a couple of times and love the service. On this flight we had the A350 aircraft, it is quieter than the Boeing 777. The seats are the same as the boeing 777 basically. The service in business class is very very good, better than other airlines we have flown with in both business and economy. The staff seem to go that much further.",Promoter
"Los Angeles to Melbourne. Exit row window seat with extra storage bin was a fabulous seat. Premium economy worth every extra $. Flight attendants were friendly, attentive and helpful on this overnight flight. Got 6 hours of sleep. Entertainment system worked and easy to navigate. Connecting Qantas 747 flight from JFK was running late - they made up time and it was a seamless transfer to the A380 to Melbourne.",Promoter
Flew Toronto to Panama City Direct got a great seat-sale. Did the web check-in for way down got row 11 and when you do the web check-in for the first leg it automatically did the web-check in for our return flight but somehow we got row 30 not sure how that happens? We checked in at Panama City and were able to get row 32 (only row where a seat hadn't been booked). Agent gave us aisle and window and nobody booked middle seat so we got lucky and had all 3 seats to ourselves. Service on way down was outstanding but I think they were short-staffed on way back because service was slow and they ran out of chicken meals (to be expected I guess when you're at the back of the bus). Blankets pillows drinks meals and headphones were all provided without extra cost. Would definitely fly Copa again.,Passive
"Ukraine International from Gatwick to Almaty via Kiev. Very strict hand luggage allowance enforced at Gatwick, resulting in me checking in an additional bag for 75 Euro. Ironically, being a member of the frequent flier club I am allowed additional hand luggage, but I did not know this at the time, and, it seems, neither did the over-zealous check in agent. After rearranging luggage and waiting a long time at the service desk I was advised that the flight was running an hour late, but my connecting flight should be okay. European flights operate a ""Sky Cafe"" service, where food and drinks could be purchased. I did not do this but did get a free cup of water. The crew were very welcoming and open, and tried to help answer people's questions about tight connections. In Kyiv I was rushed to the gate for the flight to Almaty, which was held late for me it seems. There were not many passengers on board so everyone had 3 seats to themselves, but the comfort was not bad even though legroom was less than on the Boeing 737-900s. Complementary meal served on this flight by kind crew, acceptable airline food but nothing particularly special and no choice. Both bags were missing due to the tight connection. They arrived on the next day's flight but the ground handling agent said UIA were the only airline that did not deliver missing bags to customer's addresses so I needed to go to the airport and collect them myself. I like the good connections and often good value fares between Europe and Kazakhstan offered by this airline, and friendly crews, but I am annoyed by the attitude of the Gatwick staff and their seeming lack of knowledge of airline policies.",Passive
"I flew with SAS to Athens. Ground staff were helpful. We boarded on time at 9.00. Cabin crew were not helpful. We were dissapointed when we learnt that SAS didnt offer free snacks. Eventually we decided to buy some breakfast. We were informed that we could pay with Eurobonus points. As I was a member I gave them my card, but they said the they needed a credit card for gurantee. Then they said that my credit card wasn't working and I paid 24â‚¬ for 3 breakfasts. Seat legroom was small. There was no entertaiment system at all. We landed on time in Athens.",Passive
  Flew London Heathrow to Lisbon with British Airways. The plane was slightly delayed but the captain explained why and we recovered the delay on the way. I believe communication to be important and appreciate the gesture. The crew were extremely nice and the snack we were given was just fine for such a short flight. I am only sorry we had to take a bus in Lisbon to get to the terminal.,Promoter
"â Unverified | London Heathrow to Munich return. It used to be an enjoyable experience flying BA. Sadly all the cutbacks are kicking in now, and travelling BA just feels like a bit of a chore. The loss of the free bar/food service on European flights is a real step down. Even worse is the cynical way in which it happened: downgrading the food offering so much that it seemed like an 'improvement' to offer paid-for M&S food on board. Oh, and how replacing my free drink with the same drink, only now I have to pay, is an 'improvement' in service is beyond me. Not even a free tea or bottle of water? (I asked for tap water on a flight earlier this year to avoid paying, only to find it tasted of chlorine - wouldn't recommend you do the same). The 'card-only' payment system is chaos as well, it takes forever for the trolley to get from one end of the plane to the other. Next on the list is the outrageous prices that BA charge to select a seat in advance. Not wishing to pay this, by the time I checked in for this flight (the maximum 24 hours in advance) there were only 5 or 6 seats on the whole plane I could choose from. I took the sole window seat available right at the back of the plane, which is far from my first choice of seat. Other carriers let you select seats at check-in for free, and EasyJet charge about half of what BA charge to select the equivalent seats in advance (and if you pick one of the 'preferred' seats with EasyJet, you also get priority check-in and boarding for your money - not so with BA). Check-in at T5 was also a hassle on this occasion as the first check-in machine wouldn't work at all, and the second printed a boarding pass but wouldn't let me print a bag tag. So I couldn't use the bag drop counters after all and had to queue up at the check-in desks, wasting time. There was a minor delay due to fog, but that wasn't BA's fault and didn't have a hige impact. Flight itself was pretty smooth and cabin crew were good. On the way back, our business meeting finished early so we tried to take advantage of the one remaining real 'pro' to flying BA in Europe with standard economy fares - the ability to switch between flights for free on-the-day. Could we? No, the earlier flight was full. Rather than sit in Munich airport all afternoon, we rebooked on Lufthansa instead. In summary, if flying BA on European routes these days, be aware that BA is now a no-frills carrier. Lower your expectations to this level, and you'll probably have a pleasant flight.",Passive
"  New York JFK to Perth via Los Angeles and Sydney and it was pretty good. The seat was amazing the legroom was the same. The IFE was nice but needed more movies, and staff were nice and friendly. The food was pretty good there was not one meal besides breakfast that I did not like or enjoy. There was a delay between Los Angeles and Sydney but luckily Qantas gave us another flight free because it was not our fault.",Passive
 Denver to Boston via Charlotte. After we boarded. The pilot discovered that one tire needed to be replaced. It was only discovered after letting people in. This cause 30 minutes of delay. This is not the first time I get delayed when flying with American. And this will be my last flight.,Detractor
SFO to Fort Lauderdale main cabin. Bags dropped off quickly friendly agent. Boarding efficient people try to cram too many bags on to avoid paying $25 a bag for hold. Very friendly throughout cabin immaculate and brand new feel. TV good quality my regular headphones worked fine. Bought a rum for 6 bucks but water free and available throughout. Very impressed with the whole thing highly recommend! Lots of leg room even when seat reclined in front I'm 5ft 10. Cabin a bit cold but I like that. Bring a wrap or shawl.,Promoter
" Salt Lake City to San Francisco. This is the short domestic flight. The checked bag will be charged for 25USD for the first bag when checked in. My bag was 55 lbs which is a bit exceed the allowance. I asked the staff to repack my bag, removing something out and re-scale the weight. She blamed me and talked many words. She wanted me to pay the heavy-bag charge just because to complete everything quickly. Then I gave up and let her charge the fee. She completed printing the tag and receipt and said ""a hundred dollars"". I have just known the fee at that moment. She never informed the fee before. 100USD is about 80% of my ticket price. My friends checked-in at the counter beside. Staff advised them to re-pack. She was very polite and helpful. Poor me, wrong counter, changed the experience. On cabin experience, everything went very well. Thai cabin crew on board was very very nice. She was very helpful, respectful and service-minded. All other crews were also nice. Overall experience over the Delta domestic short flight was good except only one bad ground staff at the check-in counter.",Passive
DFW-SEA in new 737 which was refreshing compared to previous AA flights on old planes however the new seats are cramped and feel more uncomfortable than older aircraft. In seat VOD is a huge improvement however it appears that AA will be charging for this in future along with earphones and food. Another downside is that the screen does not adjust. Even with the seat in front not reclined the viewing angle for a person of average height is poor and soon results in a neck ache. There is the question of service or more particularly lack there-of and attitude. This flight was no exception and service was delivered abruptly and with only occasional customer respect. I asked for a cup of tea (complimentary) and was given a cup of hot water and a tea bag on the side. With AA it's a case of get on board (sometimes you're welcomed other times you're not) sit down pay for everything other than basics (and if you want water mid flight go get it but be sure to ask permission if you're not interrupting the staff talking to each other at the back) don't complain then get off (and you might get thanked for your custom from an FA who might be sat on one of the seats - although at least the Captain often thanks you). On the plus side this flight was very punctual and baggage delivered quickly but that speaks more to the efficiency of others.,Detractor
"Our flight (EK507) got delayed by an hour and it left quite a sour experience at the start of our vacation. The aircraft was well maintained and the crew were quite welcoming right from the door. The food served on board was of decent quality, but they ran out of the non-vegetarian course by the time the trolley reached my seat. We landed around 45 minutes after our schedulued arrival, and we missed our connecting bus (Emirates shuttle) to Abu Dhabi, as it left sharp at 7 PM. The surprising part about all this is that Emirates dont take any liability for missed bus connections, as it is apparently hosted by a 3rd party. I hope that in future Emirates do take this flaw in account, so as to make sure that passengers missing the bus connection due to a flight delay are not inconvinienced.",Passive
" London to Sao Paulo. The check-in and boarding went very well and quick. The plane was quite old, it had a horrible smell like urine. At first, I thought it was just me who noticed the smell but other passengers were complaining too. We all thought the smell was coming from the lavatories but realised that it was the plane that had the horrible odour. The seats looked old and dirty. After several hours into the flight, I had become nose blind and had forgotten about the smell. The rest of the flight was pleasant, the plane wasn't fully booked there were quite a lot of empty seats. I had an empty row for myself which was great. The food was really good and cabin staff were very friendly.",Passive
Flew ASM-CAI-JFK in business class. First leg was an uneventful +2 hour flight. As scheduled departure was 4.10am not much to talk about. Service was helpful but slept most of way. The CAI-JFK was a long slog. Seats were ok in Biz class but IFE was functional but with minimal choice. Food (a breakfast and a lunch) was barely edible and more akin to the mystery meet of coach trips in the 1980's. Was astonished that EgyptAir did not serve alcohol on its planes. What particularly annoyed me was this was never noted in any part of their website. Service was sporadic and not particularly attentive. All in all I would avoid EgyptAir in the future.,Detractor
Very poor long haul experience with American Airlines. Aircraft was ancient with one TV per 6 rows,Detractor
"  Family of 4 adults flying British Airways from Bangkok to London,and I wished I had done my homework first regarding aircraft type. The only outstanding experience on the flight was the service from the crew but that's where it stops. The seat was old, the footrest would not operate correctly. As a Oneworld Gold Frequent Flyer was able to get 1st row in Premium Economy. (2x2 by window). The pop up screen from the armrest would not stay in one position, the screen was cloudy and scratched making it impossible to watch the inflight entertainment so after an hour was put away. 12 hrs with no entertainment is a very long time. The food was probably the worst I've ever experienced, the main meal comes from the Business Class menu, not sure what happened in the galley but the steak was like concrete, could not be eaten, hence left behind (noticed other passengers did the same). Mid flight snack ok. Light Meal prior to landing was inedible, a lasagna that just the look of it put me off. Hence left behind. 12hrs 30min flight the catering is very average. We have now rebooked (at a premium cost) to fly back via Kuala Lumpur on the Boeing 787 with the new Premium product. Interesting to see how that compares. Would I recommend British Airways, crew wise yes, actual product/ catering etc, no. Advice, check which aircraft you are flying on.",Detractor
"Flew from Manchester to Rome Ciampino and back from the 25th-28th of January. I have flown with Ryanair a few times now and for the significantly low fares I have never had a problem with them. Flight from Manchester was full, boarding was fast and everything was smooth and efficient, flight arrived on time at Rome Ciampino. The return flight was a bit chaotic, the gate was like a bunch of farm animals and boarding was extremely chaotic and hectic. The flight departed over 30 minutes late and landed 15 minutes behind schedule at Manchester. Seats are really tight, I'm 6ft and my knees are pretty much touching the back of the seat in front of me. Cabin crew on both flights were very friendly and helpful. With Ryanair I have found that as long as you stick to their rules everything is a piece of cake. Would definitely fly with them again considering their low fares.",Passive
"  Chengdu to Shenzhen flight is on time and smooth. Service is adequate and drinks were served with hot snack. Seat pitch was standard, not too bad as in some cheap European flights. After flying China Southern I found Air China service to be less good. Shenzhen airport has good connection to town via bus and metro, even to Hong Kong on a direct bus. My destination was Hong Kong and I made it in less than 3 hours from airport to hotel.",Passive
" San Francisco to Sydney. This airline will get you from point A to point B but not much more. You can see a big difference between flying an airline like Emirates and then flying United. Their customer service is very poor. One male flight attendant from SFO-SYD clearly didn't like his job at all. I asked for water because I wasn't feeling well and he made no attempt to get it, he had a sour look on his face the whole flight and he would just look at you instead of asking ""what drink would you like"" etc. Everything seemed like a hassle to him and every interaction with him was awkward. The airline is acceptable but if you have the money, fly any other airline with a better reputation).",Detractor
" Flew Funchal to London Gatwick. Just wanted to thank the staff on the aircraft for retrieving my game console, was a pleasure to fly with a great airline like British Airways. I left my console on the flight, once I realised that I have left it behind I headed over to the help desk which is located in the baggage control area. The staff were friendly and happy to assist me, the gentlemen made a call and while this was happening the air hostess appeared with my console in hand. This has really made me appreciate flying with a high quality airline. Future flights to Madeira are most certainly going to be with British Airways.",Promoter
"Beijing to London with Air China. Cabin crew speak very poor English and ignore passenger requests. The captain kept on turning on the seat belt sign for any minimal turbulence. Food was poor quality. However, would still recommend flying with this company due to low prices and good quality aircraft.",Passive
KKN-OSL-LHR on B737-700800. Both flights on time and full. Only tea / coffee given free. Crews very good.,Promoter
  I am a gold member of Etihad and my husband is platinum. We live in Abu Dhabi really do not have any alternative to using this airline even though Etihad never fails to surprise me in the myriad of weird and wonderful ways it can think of to treat its customers badly and this flight was no surprise. I booked my ticket on the Etihad website,Detractor
"Recently took CZ from SYD-CAN-JFK and return in Business. The Australian legs utilise A330-200 aircraft with 2-2-2 seating. Flights to and from USA much better with 777-300ER, with a 1-2-1 configuration. Overall excellent value for money. Skyteam lounge in Sydney quite new and comfortable, although lounges in CAN and JFK have seen better days. Rather surprised to be conveyed to 777 by bus, I can only assume that as the aircraft were only acquired last year, steps are being taken to remedy this. Once on board, welcome glasses of champagne. Inflight dining a bit hit or miss, but I'm not a fan of Cantonese food so can't moan about that. Wine is pretty much ""red or white"", but the cabin crew are always attentive, with cabin walk-through so being common. IFE very limited, but with personal devices, it's pretty much a dying issue. I habitually use Asian airlines for trips to the UK and USA. Usually Vietnam, China Eastern and China Southern. Clearly not as good as the big three Arabian carriers, nor the legacy BA or QF. However, when it comes to value for money, there is no comparison. Would recommend CZ.",Promoter
"Auckland to London via Guanghzou return with China Southern Airlines. Excellent aircraft comfort and meals. Cabin crew well trained and very attentive, although their English tended to be a bit lacking at times. No problem with the flights. The only negative in the whole experience was Guangzhou Airport. The aircraft didn't pull up to the terminal building so you have to disembark on the tarmac and meet a bus to the terminal, which seemed miles away. Same with getting on the plane from the terminal. Also, we had a 7.5 hour wait at Guangzhou in both directions. Whilst the business lounge is comfortable, the food is primarily Chinese with very little western meals available. We would fly China Southern again, but would avoid the horrendous stopover in Guangzhou.",Promoter
